ID_CI,NTRA_CI,FHA_DE_INI,HRA_DE_INI,ID_TEXP,RMEN_DE_HCHOS
965,FG-UITLAXD-2/116/2025,2025-05-08,23:00:00,1,"LOS IMPUTADOS TENIAN ENTRE SUS PERTENENCIAS UNA BOLSA PLASTICA QUE CONTIENE HIERVA SECA "
966,FG-UISPM-I/042/2025,2025-05-08,11:15:00,1,"REFIERE EL DENUNCIANTE QUE  EL DÍA DE AYER MIÉRCOLES SIETE DE MAYO DEL AÑO DOS MIL VEINTICINCO, SIENDO APROXIMADAMENTE LA DIECINUEVE HORAS LLEGO A SU DOMICILIO UBICADO EN PRIVADA DE ÁLVARO OBREGÓN NÚMERO 14 BARRIO DE SAN SEBASTIÁN DEL MUNICIPIO DE SAN PABLO DEL MONTE, TLAXCALA,  Y SE PERCATÓ QUE LA PUERTA DE ACCESO DE MADERA YA NO SE ENCONTRABA, Y AL INGRESAR A SU CASA LA MISMA ESTABA TOTALMENTE VACÍA YA QUE SE HABÍAN LLEVADO UNA CAMA MATRIMONIAL, UNA DOCENA DE PLATOS, UNA DOCENA DE VASOS, DOS CACEROLAS, DOS OLLAS DE PELTRE, ASÍ COMO SU ROPA SIENDO DOCE PANTALONES Y DOCE CAMISAS,  CUATRO PARES DE ZAPATOS NUEVOS, ASÍ COMO LA CANTIDAD DE DOS MIL PESOS EN EFECTIVO QUE ESTABAN ABAJO DEL COLCHÓN DE LA CAMA, ASÍ COMO UN MACHETE, POR LO QUE ACUDIÓ A VER AL SEÑOR NICOLÁS QUIEN TIENE UNA FÁBRICA DE UNIFORMES CERCA DE LA PRIVADA Y LE PIDIÓ DE FAVOR QUE REVISARA LAS CÁMARAS YA QUE LAS MISMAS APUNTAN AL CALLEJÓN DONDE VIVE Y LO APOYO A REVISARLAS Y AL VERLAS SE PERCATA QUE UNA PERSONA DEL SEXO MASCULINO SALÍA A BORDO DE UNA CAMIONETA DE REDILAS CON SUS COSAS Y A QUIEN PUDE RECONOCER COMO “EL CHILANGO” YA QUE ES UNA PERSONA QUE TRANSITA COMÚNMENTE EN EL BARRIO. SIENDO EL MONTO TOTAL APROXIMADO DE LO ROBADO  LA CANTIDAD DE $18,000.00  (DIECIOCHO MIL PESOS)."
967,FG-UITLAXD-3/117/2025,2025-05-08,23:30:00,1,"NIENE A VER UNA SITUACION CON UNA DETENIDA Y SE REGISTRA EN EL LIBRO DE GOBIERNO Y SE METE LA MANO A LA BOLSA DEL PANTALON PARA OFRECER DINERO"
968,FG-UIFERV/394/2025,2025-05-08,14:30:00,1,"REFIERE EL DENUNCIANTE QUE PRESTA EL SERVICIO DE TAXI DE FORMA PARTICULAR EN EL VEHÍCULO MARCA MG, MODELO 2024, TIPO: MG5 ELEGANCE, SEDAN, COLOR GRIS OXFORD, CON NÚMERO DE SERIE: LSJA36E99RZ129318, MOTOR: 15S4CCHGPC090462, CON PLACAS DE CIRCULACIÓN: XTF-596-E, PARTICULARES DEL ESTADO DE TLAXCALA POR EL CUAL TRES JÓVENES, SIENDO ESTOS DOS HOMBRES Y UNA MUJER, CONTRATAN SUS SERVICIOS Y EN EL TRAYECTO UN HOMBRE QUE IBAN EN EL ASIENTO DE ATRÁS, RÁPIDAMENTE LE PONE UNA CUERDA EN MI CUELLO CON INTENCIÓN DE AHORCARLO  Y EL OTRO MASCULINO CON ARMA DE FUEGO LE APUNTA, Y CON AMENAZAS LO DESAPODERAN DE SUS PERTENECÍAS Y DE LA   UNIDAD, PARA DESPUÉS DEJARLO ABANDONADO EN UN CERRO. FOLIO 911- 2505080196."
969,FG-UIFERV/393/2025,2025-05-08,09:25:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA MIÉRCOLES SIETE DE MAYO DEL AÑO DOS MIL VEINTICINCO SE ENCONTRABA TRANSITANDO POR LA LOCALIDAD DE LA CANDELARIA TEOTLALPAN CUANDO UNA PERSONA DEL SEXO FEMENINO LE HIZO SEÑAS PARA DETENERSE Y AL HACERLO, DOS SUJETOS LO DESPOJARON DE SUS PERTENENCIAS INCLUIDO SU  VEHICULO VOLKSWAGEN VENTO-ESTANDAR MODELO 2016, COLOR AZUL NOCHE, MOTOR CLS424760, SERIE MEX5G2608GT021649, TIPO 6042G4, CLAVE VEHICULAR 0057002, COM NUMERO DE PLACAS MWR3910 PARTICULARES DEL ESTADO DE MEXICO Y FOLIO AU-C-4278008 Y GOLPEÁNDOLO CON UN ARMA PARA LUEGO DARSE A LA FUGA.  "
970,"FG-AIFEPDNL/69/2025 ",2025-05-08,11:00:00,1,"REFIERE LA DENUNCIANTE QUE LA VICTIMA CONSUME DROGA CONOCIDA  COMO CRISTAL,  EL DIA DE LOS HECHOS, LA VICTIMA SALE A EMPEÑAR UNA LAVADORA, TOMA UNA MALETA DE ROPA Y SE VA, TEME POR SU INTEGRIDAD YA QUE ES CONSUMIDOR. LA VICTIMA FUE LOCALIZADO EN BUEN ESTADO DE SALUD EN UN CENTRO DE REHABILITACIÓN. "
971,FG-UIHOM-N/012/2025,2025-05-09,18:44:00,1,"SE RECIBE LLAMADA TELEFÓNICA POR PARTE DEL OFICIAL DE LA POLICÍA DE INVESTIGACIÓN COMISIONADO AL SERVICIO DE EMERGENCIAS 911, QUIEN A SU VEZ ES NOTIFICADO POR PARTE DEL OFICIAL JOSÉ LUIS CASTRO GUARNEROS DE LA POLICIA ESTATAL, COMISARIA DE APIZACO, TLAXCALA, QUIEN HACE DE CONOCIMIENTO QUE EN AVENIDA XICOHTENCATL, DE LA COMUNIDAD DE SANTA MARÍA TEXCALAC, PERTENECIENTE AL MUNICIPIO DE APIZACO, TLAXCALA, CON COORDENADAS GEORREFERENCIALES PRÓXIMAS AL LUGAR 19.437848, -98.060250, COMO REFERENCIA UN LUGAR ABIERTO CON CAMINO DE TERRACERIA DEBAJO DE UN PUENTE DE CONCRETO, SE LOCALIZA A UNA PERSONA DE QUIEN SE DESCONOCE SU GÉNERO Y QUIEN SE ENCUENTRA EN CALIDAD DE NO IDENTIFICADO, EL CUAL SE ENCUENTRA ENVUELTO CON UNA COBIJA, Y BOLSAS NEGRAS POR LO QUE SE SOLICITA APOYO DE AMBULANCIA, ARRIBANDO AL LUGAR EL PARAMÉDICO DE PROTECCIÓN CIVIL RAMSES SÁNCHEZ GÓMEZ, QUIEN AL LLEGAR AL LUGAR CONFIRMA LA PRESENCIA DE UN CUERPO AL INTERIOR DE UNA DESCARGA DE AGUAS NEGRAS, EL CUAL AL ACERCARSE OBSERVA UN TORSO DE TEZ MORENO CLARO, SIN APRECIAR MAYORES CARACTERÍSTICAS."
972,FG-UIFERV/399/2025,2025-05-09,21:30:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA SIETE DE MAYO DE DOS MIL VEINTICINCO, APROXIMADAMENTE A LAS VEINTITRÉS HORAS CON CUARENTA MINUTOS, IBA EN COMPAÑÍA DE SU PRIMO JUAN JESÚS CARRASCO GÓMEZ CIRCULANDO SOBRE EL LIBRAMIENTO HUAMANTLA, A LA ALTURA DE LA COMUNIDAD DE SANTA ANITA HUILOAC, MUNICIPIO DE APIZACO, TLAXCALA A BORDO DE LA MOTOCICLETA MARCA ITALIKA, MODELO FT150 TS, CON NÚMERO DE SERIE 3SCK2AET5R1063118, CON NÚMERO DE MOTOR LC162FMJ385645E3, MODELO 2024, CON PLACAS DE CIRCULACIÓN42XUV3, LA CUAL ES DE SU HERMANO ÁLVARO HERNÁNDEZ ALBINO,  AL MOMENTO POR LA ESPALDA SE LE EMPAREJARON DOS MOTOCICLETAS, UN MASCULINO SACÓ LO QUE APARENTEMENTE ERA UN ARMA DE FUEGO CON LA CUAL LE APUNTÓ A LA ALTURA DE LA CABEZA, SE ORILLÓ EL DENUNCIANTE YO SE BAJARON DE LA MOTOCICLETA Y DE LA OTRA MOTOCICLETA UNA FEMENINA LE QUITÓ SU CELULAR Y SU CARTERA, LES DIJERON “HIJOS DE SU PUTA MADRE, MÉTANSE AL MONTE”, POR LO QUE SE FUERON CAMINANDO, EN ESO ESCUCHÓ COMO SE SUBIERON A LA MOTOCICLETA Y SE LA LLEVARON, AL LLEGAR A SU DOMICILIO YA REALIZÓ SU REPORTE AL 911 EN DONDE LE DIERON EL FOLIO 2505080145. POR LO QUE EL MONTO TOTAL DE LO ROBADO ASCIENDE A LA CANTIDAD DE $21,000.00 (VEINTIÚN MIL PESOS CERO CENTAVOS M/N)."
973,FG-UIFERV/398/2025,2025-05-09,18:00:00,1,"QUE EL DÍA JUEVES OCHO DE MAYO  DEL AÑO DOS MIL VEINTICINCO AL SER APROXIMADAMENTE LAS VEINTE  HORAS DEJA ESTACIONADA SU MOTOCICLETA MARCA ITALIKA MODELO VORT-X 250, COLOR ROJO CON NEGRO CON NUMERO DE SERIE LRPK5FLN4RE010785, NUMERO DE MOTOR RW172FMM2400002516,   PLACAS DE CIRCULACIÓN 18XUF3 PARTICULAR DEL ESTADO DE TLAXCALA, SOBRE LA CALLE 2 DE ABRIL DE LA COLONIA CENTRO DEL MUNICIPIO DE APIZACO, COMO REFERENCIA FRENTE A UNA ESCUELA IQ INGLISH, AL REGRESAR COMO A LOS CUARENTA Y CINCO MINUTOS DESPUÉS SE PERCATA QUE SU UNIDAD YA NO SE ENCONTRABA FOLIO DE 911- 2505083248 EL MONTO DE LO ROBADO ASCIENDE A LA CANTIDAD DE $ 56,000.00 CINCUENTA Y SEIS MIL PESOS 00/100 M.N."
974,"FG.UI.CALP- I/40/2025",2025-05-09,13:30:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA QUE EL DÍA  SIETE DE MAYO DEL AÑO DOS MIL VEINTICINCO, APROXIMADAMENTE A LAS DOCE HORAS, CON TREINTA MINUTOS, ME ENCONTRABA LABORANDO EN CARRETERA MÉXICO VERACRUZ,  KILÓMETRO 45, A LA ALTURA DE LA VENTA, CALPULALPAN TLAXCALA, MIS COMPAÑEROS Y YO TOMAMOS UN DESCANSO BAJO UN ÁRBOL QUE ESTABA EN UN BORDO A UNOS METROS DE LA ORILLA DE LA CARRETERA, TARDAMOS ALREDEDOR DE VEINTE MINUTOS, AL REGRESAMOS A NUESTRAS LABORES  CUANDO NOS DIMOS  CUENTA QUE LA MAQUINA CORTADORA MARCA CIPSA, COLOR AMARILLO, NÚMERO DE SERIE CC22406032, MODELO CCT12-2 0-MP15-20, NÚMERO DE MOTOR GCBCT-3949922, CON UN VALOR APROXIMADO DE $30,000.00 (TREINTA MIL PESOS M/N)  YA NO ESTABA DONDE LA HABÍAMOS DEJADO, LLAME AL ENCARGADO REYES BLANCAS ESPINOZA  PERO EN LA ZONA NO HAY BUENA SEÑAL Y NO PUDE COMUNICARME CON ÉL, A LOS 20 MINUTOS LLEGO AL LUGAR DONDE NOS ENCONTRÁBAMOS Y LE DIJIMOS LO QUE HABÍA PASADO Y REYES BLANCAS ESPINOZA SE COMUNICÓ CON LOS JEFES"
975,FG-UIFERV/397/2025,2025-05-09,11:30:00,1,"REFIERE EL DENUNCIANTE QUE CIRCULABA A BORDO DE SU CAMIONETA MARCA NISSAN, TIPO FRONTIER XE, AÑO 2014, COLOR PLATA, CON NÚMERO DE SERIE: 3N6DD23T1EK006961, MOTOR KA24649144A, CON PLACAS DE CIRCULACIÓN: XB-96-522, PARTICULARES DEL ESTADO DE TLAXCALA Y DE PRONTO UN VEHÍCULO MARCA CHEVROLET, TIPO CHEVY, COLOR VERDE, DOS PUERTAS, CON TRES HOMBRES A BORDO, LE CIERRA EL PASO, DESCENDIENDO DOS HOMBRES CON ARMA DE FUEGO EN MANO LE APUNTAN, AMENAZAN, LO BAJAN DE SU CAMIONETA Y LO SUBEN A LA OTRA UNIDAD PARA DESPUÉS ROBARLE SUS PERTENENCIAS Y DEJARLO ABANDONADO EN ORILLA DE CARRETERA. FOLIO 911- 2505090842."
976,FG-UIFERV/396/2025,2025-05-09,12:40:00,1,"REFIERE EL DENUNCIANTE QUE AL CIRCULAR A BORDO DE SU MOTOCICLETA MARCA ITALIKA, MODELO 150Z, AÑO 2025, COLOR NEGRO, CON NÚMERO DE SERIE 3SCK5ALB1S1032665, MOTOR LC162FMJ058149Q5 Y SIN PLACAS DE CIRCULACIÓN UNA MOTOCICLETA CON TRES MASCULINOS SE LE ATRAVIESA, CON ARMA DE FUEGO LO AMENAZA Y DESPOJA DE SU UNIDAD. FOLIO 911- 2505090385."
977,FG-UIAPIZ-D-1/106/2025,2025-05-09,10:50:00,1,"AL IR CIRCULANDO SOBRE CARRETERA FEDERAL HUAMANTLA-APIZACO, CON DIRECCIÓN A APIZACO, A LA ALTURA DE LA COMUNIDAD DE CUAUHTÉMOC DEL MUNICIPIO DE HUAMANTLA, TLAXCALA, OBSERVAMOS QUE EN EL CARRIL DE ALTA CON DIRECCIÓN A APIZACO CIRCULA UN VEHÍCULO DE LA MARCA RENAULT DUSTER, COLOR ARENA, CON PLACAS DE CIRCULACIÓN Y12-BCN PARTICULARES DE LA CIUDAD DE MÉXICO, EL CUAL EN LA PARTE DE LOS FAROS  SE APRECIAN LUCES ESTROBOSCÓPICAS, (SIMILARES A USO OFICIAL), EL CUAL IBA A TRAS DE UNA UNIDAD DE LA MARCA FORD TIPO F150 A LA CUAL LE IBA HACIENDO SEÑAS DE QUE SE ORILLAR, A LA ALTURA DE LA COMUNIDAD DE SAN COSME XALOZTOC TLAXCALA, POR LO QUE DE MANERA INMEDIATA LOS OFICIALES DE POLICÍA DE INVESTIGACIÓN, E INSPECTOR JEFE DE LA FISCALÍA GENERAL DE JUSTICIA DEL ESTADO DE TLAXCALA A BORDO DEL VEHÍCULO OFICIAL, AL VER QUE LOS SUSCRITOS OFICIALES DE POLICÍA DE INVESTIGACIÓN, LE SOLICITÁBAMOS QUE DETUVIERA LA MARCHA SIENDO LAS 07:45 HORAS POR LO CUAL AL ESTAR ANTE LA PRESENCIA DE UN HECHO CON APARIENCIA DE DELITO AL SER APROXIMADAMENTE LAS 08:30 HORAS, EL SUSCRITO INSPECTOR JEFE DE LA POLICÍA DE INVESTIGACIÓN MIGUEL VÁZQUEZ SANDOVAL LE HAGO DE CONOCIMIENTO A LA PERSONA DE NOMBRE ROSENDO LÓPEZ HERNÁNDEZ QUE SERÍA DETENIDO Y PUESTO A DISPOSICIÓN DEL AGENTE DEL MINISTERIO PÚBLICO, YA QUE AL OFRECER DINERO A UN SERVIDOR PÚBLICO ES UN DELITO, REALIZANDO LECTURA DE MANERA INMEDIATA DE LOS DERECHOS QUE LE ASISTEN COMO PERSONA DETENIDA, CONTINUAMENTE EL OFICIAL DE POLICÍA DE INVESTIGACIÓN MAYTE RAMÍREZ ROLDAN, SIENDO LAS 08:32 HORAS PROCEDE AL ASEGURAMIENTO DE UN BILLETE DE LA DENOMINACIÓN DE $500.00, (SERIE HX6671680)"
978,FG-UITLAXD-1/118/2025,2025-05-10,12:30:00,1,"EL IMPUTADO OFRECE DOSCIEMNTOS PESOS CON LA FINALIDAD DE QUE NO REVISEN LA CAMIONETA QUE CONDUCIA"
979,FG-UIFERV/404/2025,2025-05-10,14:10:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA DE AYER ACUDIÓ A CORTARSE EL CABELLO EN UNA PELUQUERÍA DE NOMBRE “MARILÚ” UBICADA EN PROLONGACIÓN PRINCIPAL S/N, SECCIÓN SÉPTIMA, CP. 90670, MUNICIPIO DE CONTLA DE JUAN CUAMATZI, ESTADO DE TLAXCALA, DEJÓ SU MOTOCICLETA MARCA ITALIKA, TIPO: 150 Z, COLOR: NEGRO, MODELO: 2025, NIV: 3SCK5ALB151018166, CON NÚMERO DE MOTOR: LC16FMJ406492Q2, SIN PLACAS DE CIRCULACIÓN, ESTACIONADA FUERA DE LA ESTÉTICA ANTES REFERIDA, Y SIENDO APROXIMADAMENTE LAS VEINTIÚN HORAS CON TREINTA Y CINCO MINUTOS ESCUCHÓ QUE ENCENDIERON LA MOTOCICLETA, PERO AL SALIR AL EXTERIOR DE LA PELUQUERÍA SE PERCATÓ DE LA UNIDAD YA NO SE ENCONTRABA ESTACIONADA, REALIZÓ EL REPORTE AL 911 DONDE LE PROPORCIONARON EL SIGUIENTE NÚMERO DE FOLIO 2505093271, EL MONTO DE LA MOTOCICLETA QUE ME FUE ROBADA ASCIENDE A LA CANTIDAD DE TREINTA Y DOS MIL PESOS"
980,FG-UIFERV/406/2025,2025-05-10,19:40:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA EL DÍA DIEZ DE MAYO DEL DOS MIL VEINTICINCO, SIENDO APROXIMADAMENTE LAS TRECE HORAS, LLEGO A BORDO DE SU UNIDAD CAMIONETA MARCA RAM, TIPO 700, COLOR ROJO COLORADO, CON NÚMERO DE SERIE 9BD281GJ6RYG15075, CON NÚMERO DE MOTOR HECHO EN BRASIL, MODELO 2024, CON PLACAS DE CIRCULACIÓN XA-1341-D PARTICULARES DEL ESTADO DE TLAXCALA A LA ÚLTIMA CASA BARDEADA DE BLOCK Y MALLA CICLÓNICA UBICADA CARRETERA A LÁZARO CÁRDENAS, COMUNIDAD DE LÁZARO CÁRDENAS, MUNICIPIO DE HUAMANTLA, TLAXCALA, APROXIMADAMENTE EN LAS COORDENADAS 19.359250/-97.985449, CERCA DEL PANTEÓN COMUNITARIO, PARA ENTREGAR UN PEDIDO DE LÁMINAS, EN ESE MOMENTO REALIZA UNA LLAMADA TELEFÓNICA AL NÚMERO DEL CONTACTO DEL COMPRADOR, LA PERSONA LE RESPONDE Y LE DICE QUE EN UN MOMENTO SALÍA, MINUTOS MÁS TARDE SALE TRES PERSONA DEL SEXO MASCULINO, UNO DE ELLOS LE INDICA QUE LA MERCANCÍA SE IBA A DESCARGAR EN EL INTERIOR DEL DOMICILIO, QUE INGRESA SU UNIDAD POR LA PRIVADA DE TERRACERÍA QUE SE ENCONTRABA UN COSTADO DEL DOMICILIO, AL LLEGAR AL LUGAR DONDE SE IBA A DESCARGAR LAS LÁMINAS, OBSERVA QUE LAS TRES PERSONAS QUE SALIERON A RECIBIRLO SACAN DEL INTERIOR DE UNA MOCHILA TIPO MARICONERA UN ARMA DE FUEGO, Y LE DICEN “SÚBETE ATRÁS NO DIGAS NADA”, ABORDO SU  VEHÍCULO Y OBSERVA QUE LOS TRES SUJETOS IGUAL SE SUBEN A SU UNIDAD, COMIENZAN A CIRCULAR HACIA EL MONTE, CRUZANDO LA COLONIA DE LÁZARO CÁRDENAS HASTA LLEGAR A LA VÍAS DEL TREN, AL LLEGAR A LAS VÍAS, SE BAJAN DE SU UNIDAD LO LLEVAN A UN BARRANCO, Y EN ESE MOMENTO LE APUNTAN CON EL ARMA DE FUEGO Y DETONAN EL ARMA DE FUEGO EN CUATRO OCASIONES, AL VER DICHA SITUACIÓN COMIENZO A CORRER RÁPIDAMENTE PERDIÉNDOLO DE VISTA, DICHAS PERSONAS SE LLEVAN SU VEHÍCULO, REALIZA LA LLAMADA AL SERVICIO DE EMERGENCIA 911 PARA REPORTAR EL ROBO DE VEHÍCULO, PROPORCIONÁNDOLE EL NÚMERO DE FOLIO 2505101498; AGREGANDO QUE EL MONTO TOTAL DE LO ROBADO ASCIENDE"
981,FG-UIFERV/400/2025,2025-05-10,10:00:00,1,"QUE EL DÍA VIERNES NUEVE DE MAYO DEL DOS MIL VEINTICINCO, SIENDO APROXIMADAMENTE LAS VEINTIÚN HORAS SE ENCONTRABA MANEJANDO A BORDO DE SU VEHÍCULO MARCA VOLKSWAGEN, TIPO JETTA, COLOR GRIS, MODELO 2023, CON PLACAS DE CIRCULACIÓN XXE-945-C, PARTICULARES DEL ESTADO DE TLAXCALA, CON NUMERO DE SERIE 3VWKP6BU5PM042207 Y CON NUMERO DE MOTOR DSJ064327, EN DIRECCIÓN A HUEYOTLIPAN SOBRE LA CARRETERA MÉXICO – VERACRUZ POR LA ENTRADA SAN LUCAS TECOPILCO, TLAXCALA Y UN CARRO COLOR NEGRO AL MOMENTO DE REBÁSALO DE MANERA INMEDIATA PROCEDIÓ A CORTARLE EL PASO EN ESE INSTANTE, MOMENTO DETUVO LA MARCHA, POR LO QUE SALIERON DOS SUJETOS CON ARMAS DE FUEGO DE LA PARTE DE ATRÁS DEL VEHÍCULO Y ME DESPOJARON DEL VEHÍCULO, POR LO QUE PROCEDÍ A SOLICITAR AUXILIO Y POSTERIORMENTE A REALIZAR DIFERENTES LLAMADAS AL 911 PARA QUE ME DIERAN UN FOLIO 2505093309. SE HACE DE CONOCIMIENTO QUE EL VALOR APROXIMADO DEL VEHÍCULO ES DE $ 450,000.00 (CUATRO CIENTOS CINCUENTA MIL PESOS MIL PESOS CERO CENTAVOS M/N)."
982,FG-UIFERV/403/2025,2025-05-10,13:00:00,1,"SIENDO APROXIMADAMENTE LAS 04:30 HORAS DEL DÍA DE HOY DIEZ DE MAYO DEL AÑO DOS MIL VEINTICINCO LA ENFERMERA ME INFORMA QUE MI ESPOSO QUIERE HABLAR CONMIGO ASÍ QUE ME INDICA QUE INGRESE Y AL MOMENTO DE ENCONTRARME DENTRO DE CUARTO LE PREGUNTO A MI ESPOSO COMO SE SIENTE Y ME CONTESTA QUE SE ENCONTRABA PREOCUPADO POR EL CARRO RELATÁNDOME QUE IBA CIRCULANDO A BORDO DEL VEHÍCULO SOBRE LA CARRETERA APIZACO, TLAXCALA CON ESA DIRECCIÓN SE LE ACERCA UNA CAMIONETA DE LA MARCA DODGE JORNEY, COLOR ROJO, CON PLACAS DE CIRCULACIÓN XXC-926-B DEL ESTADO DE TLAXCALA, DE LA CUAL DESCENDIÓ UN SUJETO DEL SEXO MASCULINO, DE TÉS MORENA, CABELLO CORTO, COLOR NEGRO, QUE VESTÍA UNA CHAMARA DE COLOR NEGRA TIPO CORTA VIENTO, EL CUAL PORTABA EN SU MANO DERECHA UNA ARMA DE FUEGO Y LE APUNTO Y SE ACERCÓ AL VEHÍCULO SOLICITÁNDOLE QUE SE BAJA DEL MISMO, PERO ME COMENTO QUE SE RESISTIÓ INTENTANDO ACELERAR EL CARRO, PERO LOGRARON DETENERLO, LE REFIEREN QUE PERTENECÍAN A LOS BARBA, QUE SE BAJARA Y QUE SI COMETÍA UNA PENDEJADA SE DESQUITARÍAN CON LA FAMILIA, LOGRÁNDOLO BAJAR DEL VEHÍCULO Y POSTERIORMENTE LE DISPARAN EN CUATRO OCASIONES"
983,FG-UIFERV/402/2025,2025-05-10,12:20:00,1,"MANIFIESTA EL COMPARECIENTE QUE EL DÍA HOY DIEZ DE MAYO DEL AÑO EN CURSO, A LAS NUEVE HORAS CON CUARENTA MINUTOS SE ENCONTRABA EN AVENIDA FERROCARRIL MEXICANO NÚMERO VEINTINUEVE, EN IXTULCO, A LA ALTURA DEL GIMNASIO MAJESTIC GYM, PORQUE FUE A ENTRENAR AL GIMNASIO DEJANDO SU MOTOCICLETA AFUERA COMO DE COSTUMBRE, CON LAS SIGUIENTES CARACTERÍSTICAS MARCA ITALIKA, MODELO 250Z, COLOR CARBONO, CHASIS LLCK5FLDXSA100754, MOTOR LC166FMM197246Q4, MODELO 2025, REPUVE U45CT8MN, SIN PLACAS, POR LO QUE INGRESA AL GIMNASIO Y PASA UNA HORA APROXIMADAMENTE CUANDO LLLEGA SU PAREJA DE NOMBRE VALERIA ZOE TORRES CASTRO QUIEN LE DICE ¡LA MOTO! ENTONCES BAJA RÁPIDO DEL GIMNASIO A CHECAR AL LUGAR DONDE LA HABÍA DEJADO ESTACIONADA Y SE PERCATA QUE YA NO SE ENCONTRABA, POR LO QUE DE INMEDIATO PREGUNTA CON ALGUNAS PERSONAS QUE SE ENCONTRABAN AHÍ Y FUE PERSONAL DEL GIMNASIO Y DEL TALLER MECÁNICO QUE SE ENCUENTRA EN LA PLANTA BAJA QUE SE LA HABÍAN ROBADO Y COMO TIENEN CÁMARAS DE VIGILANCIA LE PROPORCIONARON EL MATERIAL DE FOTO Y VIDEO DE LAS CÁMARAS DE VIGILANCIA EN DONDE APARECEN LAS PERSONAS QUE SE ROBARON LA MOTO. POR LO QUE DE INMEDIATO LLAMA AL 911 PARA LEVANTAR EL DEBIDO REPORTE, A LO CUAL ME ATIENDE UNA PERSONA PROPORCIONÁNDOME EL SIGUIENTE NÚMERO DE FOLIO 2505100767 Y ME DIJERON QUE ME TRASLADARA A LA FISCALÍA GENERAL DE JUSTICIA DEL ESTADO, PARA REALIZAR MI FORMAL DENUNCIA, SIENDO EL MONTO DE LO ROBADO POR LA CANTIDAD DE CUARENTA Y SEIS MIL NOVECIENTOS NOVENTA Y NUEVE PESOS APROXIMADAMENTE."
984,FG-UIFERV/401/2025,2025-05-10,10:20:00,1,"REFIERE EL DENUNCIANTE QUE EL DÍA NUEVE DE MAYO DEL DOS MIL VEINTICINCO, SIENDO APROXIMADAMENTE A LAS 16:00 HORAS CON CERO MINUTOS, LE PRESTE A MI TIO  DIAZ ZAMORA MANUEL, MI VEHÍCULO MARCA TOYOTA, MODELO COROLLA BASE CVT 2020 PLATA, AÑO DE MODELO 2020, NUMERO DE SERIE 5YFBPRBE9LP034790, CON NUMERO DE MOTOR2ZR3189110, CLAVE  VEHICULAR 0520235, NUMERO DE PEDIMENTO 192437709034872, HECHO EN ESTADOS UNIDOS DE AMERICA, NUEVO LAREDO, NUMERO DE FACTURA KA8333,  Y A LAS 23:00 RECIBÍ UN MENSAJE DEL NÚMERO 9983962428, INFORMÁNDOME QUE A MI TÍO EL C. DIAZ ZAMORA MANUEL LE HABÍAN ROBADO MI VEHÍCULO YA QUE AL PARARSE A UNA TIENDA EN LA COMUNIDAD DE MARIANO MATAMOROS MUNICIPIO DE TLAXCO, TLAXCALA  LO INTERCEPTARON UN  HOMBRE QUE VESTÍA TODA SU ROPA COLOR NEGRO, CON GORRO Y UNA CAPUCHA EN LA CARA LO CUAL NO LE PERMITÍA OBSERVAR ALGÚN RASGO FÍSICO DEL MASCULINO, REALIZA LA LLAMADA AL SERVICIO DE EMERGENCIA 911 PARA REPORTAR EL ROBO DE VEHÍCULO, PROPORCIONÁNDOLE EL NÚMERO DE FOLIO 2505093718; AGREGANDO QUE EL MONTO TOTAL DE LO ROBADO ASCIENDE APROXIMADAMENTE A LA CANTIDAD TOTAL $314,200,00 (TRESCIENTOS CATORCE MIL DOSCIENTOS"
